entry_dt,exit_dt,entry_price,exit_price,pnl,pnl_comm,status
2025-10-03 20:50:00,2025-10-06 04:15:00,3911.199951,3911.199951,85.60009799999989,82.45401801959989,Closed
2025-10-06 06:30:00,2025-10-06 07:15:00,3953.100098,3953.100098,11.399902000000111,8.23514194120011,Closed
2025-10-06 07:20:00,2025-10-06 08:05:00,3959.899902,3959.899902,19.400391999999556,16.228591999999555,Closed
2025-10-06 08:20:00,2025-10-06 14:45:00,3971.300049,3971.300049,19.199706000000333,16.018826019600333,Closed
2025-10-06 14:50:00,2025-10-06 16:00:00,3978.199951,3978.199951,16.39990200000011,13.21406205880011,Closed
2025-10-06 16:45:00,2025-10-06 18:00:00,3976.300049,3976.300049,12.600097999999889,9.41653794119989,Closed
2025-10-06 18:10:00,2025-10-06 19:10:00,3982.0,3982.0,11.200195999999778,8.012355960799777,Closed
2025-10-06 20:55:00,2025-10-06 22:15:00,3985.0,3985.0,18.60009799999989,15.408377980399889,Closed
2025-10-06 23:25:00,2025-10-07 00:20:00,3989.699951,3989.699951,13.200195999999778,10.005795999999778,Closed
2025-10-07 02:20:00,2025-10-07 03:40:00,3986.699951,3986.699951,12.600097999999889,9.40821801959989,Closed
2025-10-07 03:45:00,2025-10-07 13:00:00,3994.800049,3994.800049,15.600097999999889,12.401137941199888,Closed
2025-10-07 13:05:00,2025-10-07 20:50:00,4004.899902,4004.899902,7.400391999999556,4.194991999999556,Closed
2025-10-07 20:55:00,2025-10-07 22:30:00,4009.199951,4009.199951,7.0,3.7912400392,Closed
2025-10-07 22:35:00,2025-10-07 23:50:00,4011.800049,4011.800049,11.199706000000333,7.988026019600333,Closed
2025-10-07 23:55:00,2025-10-08 02:00:00,4017.300049,4017.300049,11.799804000000222,8.583604000000221,Closed
2025-10-08 02:05:00,2025-10-08 02:25:00,4021.699951,4021.699951,12.600097999999889,9.380218019599889,Closed
2025-10-08 02:30:00,2025-10-08 02:55:00,4026.0,4026.0,14.0,10.776399999999999,Closed
2025-10-08 03:00:00,2025-10-08 04:05:00,4033.899902,4033.899902,10.600097999999889,7.370858058799889,Closed
2025-10-08 04:10:00,2025-10-08 04:55:00,4041.5,4041.5,14.399902000000111,11.163822019600111,Closed
2025-10-08 05:05:00,2025-10-08 05:20:00,4048.5,4048.5,10.200195999999778,6.959355960799778,Closed
2025-10-08 06:40:00,2025-10-08 07:15:00,4052.699951,4052.699951,11.600097999999889,8.355618019599888,Closed
2025-10-08 07:30:00,2025-10-08 09:50:00,4058.300049,4058.300049,15.199706000000333,11.950026019600333,Closed
2025-10-08 09:55:00,2025-10-08 16:15:00,4068.0,4068.0,18.60009799999989,15.34197798039989,Closed
2025-10-08 16:20:00,2025-10-13 05:10:00,4074.100098,4074.100098,17.39990200000011,14.137141941200111,Closed
2025-10-13 05:15:00,2025-10-13 05:25:00,4080.5,4080.5,18.0,14.732,Closed
2025-10-13 06:20:00,2025-10-13 07:30:00,4086.899902,4086.899902,14.600097999999889,11.327658058799889,Closed
2025-10-13 07:40:00,2025-10-13 08:55:00,4091.300049,4091.300049,12.800292000000809,9.524691902400809,Closed
2025-10-13 09:50:00,2025-10-13 10:55:00,4095.0,4095.0,11.200195999999778,7.921955960799778,Closed
2025-10-13 11:00:00,2025-10-13 13:10:00,4099.5,4099.5,12.599609999999302,9.317490077999302,Closed
2025-10-13 13:15:00,2025-10-13 13:55:00,4107.399902,4107.399902,16.600586000000476,13.311345961200477,Closed
2025-10-13 14:00:00,2025-10-13 14:55:00,4113.600098,4113.600098,17.20019400000092,13.90587388280092,Closed
2025-10-13 15:00:00,2025-10-13 16:00:00,4117.600098,4117.600098,14.399413999999524,11.102454038799525,Closed
2025-10-13 16:05:00,2025-10-13 16:15:00,4127.700195,4127.700195,15.599609999999302,12.294329921999303,Closed
2025-10-13 17:25:00,2025-10-13 23:35:00,4131.200195,4131.200195,30.399413999999524,27.088373961199522,Closed
2025-10-14 00:35:00,2025-10-14 01:15:00,4145.100098,4145.100098,26.599608000000444,23.278208000000443,Closed
2025-10-14 02:15:00,2025-10-14 03:10:00,4158.799805,4158.799805,22.400390000000698,19.0688700780007,Closed
2025-10-14 03:15:00,2025-10-14 03:50:00,4170.700195,4170.700195,12.599609999999302,9.260529921999302,Closed
2025-10-14 04:55:00,2025-10-14 05:20:00,4181.100098,4181.100098,15.799804000000222,12.451763960800221,Closed
2025-10-14 06:00:00,2025-10-14 08:15:00,4138.700195,4138.700195,33.79980599999908,30.48208588279908,Closed
2025-10-14 09:20:00,2025-10-14 16:50:00,4154.200195,4154.200195,23.0,19.672039844,Closed
2025-10-14 17:15:00,2025-10-14 22:15:00,4161.399902,4161.399902,32.400391999999556,29.064791999999557,Closed
2025-10-14 23:00:00,2025-10-14 23:30:00,4174.799805,4174.799805,12.400390000000698,9.058070078000698,Closed
2025-10-14 23:35:00,2025-10-15 00:15:00,4180.5,4180.5,12.0,8.6532,Closed
2025-10-15 00:20:00,2025-10-15 01:10:00,4185.700195,4185.700195,24.599609999999302,21.2461299219993,Closed
2025-10-15 02:05:00,2025-10-15 05:15:00,4201.600098,4201.600098,12.799804000000222,9.435963960800223,Closed
2025-10-15 05:20:00,2025-10-15 06:55:00,4208.5,4208.5,14.599609999999302,11.229890077999302,Closed
2025-10-15 07:00:00,2025-10-15 07:45:00,4217.0,4217.0,12.200195999999778,8.824155960799779,Closed
2025-10-15 07:50:00,2025-10-15 08:10:00,4224.100098,4224.100098,15.799804000000222,12.417363960800222,Closed
2025-10-15 10:15:00,2025-10-15 19:20:00,4216.5,4216.5,22.400390000000698,19.022709922000697,Closed
2025-10-15 19:35:00,2025-10-16 00:30:00,4227.799805,4227.799805,19.800780000001396,16.414580000001397,Closed
2025-10-16 01:15:00,2025-10-16 01:45:00,4235.200195,4235.200195,19.399413999999524,16.007373961199523,Closed
2025-10-16 01:50:00,2025-10-16 02:10:00,4239.100098,4239.100098,17.0,13.6053199216,Closed
2025-10-16 03:55:00,2025-10-16 10:05:00,4248.799805,4248.799805,13.20019400000092,9.79851411720092,Closed
2025-10-16 10:10:00,2025-10-16 11:10:00,4253.799805,4253.799805,13.400390000000698,9.994670078000699,Closed
2025-10-16 11:15:00,2025-10-16 13:45:00,4259.5,4259.5,24.0,20.587600000000002,Closed
2025-10-16 13:50:00,2025-10-16 14:15:00,4268.899902,4268.899902,25.0,21.5798800784,Closed
2025-10-16 15:00:00,2025-10-16 15:40:00,4278.799805,4278.799805,18.400390000000698,14.973670078000698,Closed
2025-10-16 15:45:00,2025-10-16 16:20:00,4287.100098,4287.100098,25.599608000000444,22.164808000000445,Closed
2025-10-16 16:25:00,2025-10-16 19:55:00,4303.200195,4303.200195,39.199219999998604,35.7488199999986,Closed
2025-10-16 20:00:00,2025-10-16 20:15:00,4321.899902,4321.899902,20.600586000000476,17.138945961200477,Closed
2025-10-16 20:50:00,2025-10-16 22:05:00,4340.899902,4340.899902,22.200195999999778,18.723036039199776,Closed
2025-10-16 23:15:00,2025-10-16 23:50:00,4369.0,4369.0,33.0,29.4982,Closed
2025-10-17 02:35:00,2025-10-17 03:15:00,4349.399902,4349.399902,42.20019599999978,38.71223603919978,Closed
2025-10-17 03:25:00,2025-10-17 04:05:00,4370.200195,4370.200195,31.399413999999524,27.896973961199524,Closed
2025-10-17 04:40:00,2025-10-17 05:00:00,4375.5,4375.5,25.400390000000698,21.894909922000696,Closed
2025-10-17 05:50:00,2025-10-20 19:10:00,4375.299805,4375.299805,15.800780000001396,12.297380000001397,Closed
2025-10-20 19:15:00,2025-10-20 20:00:00,4383.399902,4383.399902,22.0,18.4888800784,Closed
2025-10-20 20:50:00,2025-10-20 22:20:00,4375.0,4375.0,29.400390000000698,25.894509922000697,Closed
2025-10-21 07:45:00,2025-10-21 08:05:00,4315.700195,4315.700195,57.800780000001396,54.35978000000139,Closed
2025-10-21 10:00:00,2025-10-21 10:20:00,4278.899902,4278.899902,26.799804000000222,23.38204403920022,Closed
2025-10-21 11:05:00,2025-10-21 12:10:00,4275.100098,4275.100098,25.400391999999556,21.985391999999557,Closed
2025-10-21 12:20:00,2025-10-21 12:55:00,4243.799805,4243.799805,47.5996099999993,44.2140900779993,Closed
2025-10-21 13:00:00,2025-10-21 13:50:00,4223.5,4223.5,53.4003900000007,50.0322700780007,Closed
2025-10-21 13:55:00,2025-10-21 14:30:00,4188.5,4188.5,77.20019599999978,73.86483603919977,Closed
2025-10-21 14:35:00,2025-10-21 14:45:00,4147.899902,4147.899902,66.0,62.6948800784,Closed
2025-10-21 15:30:00,2025-10-21 17:05:00,4136.899902,4136.899902,43.0,39.6990800784,Closed
2025-10-21 18:25:00,2025-10-21 19:25:00,4131.200195,4131.200195,35.20019400000092,31.90227388280092,Closed
2025-10-22 01:40:00,2025-10-22 09:00:00,4106.0,4106.0,44.60009799999989,41.32421801959989,Closed
2025-10-22 20:45:00,2025-10-23 06:05:00,4120.0,4120.0,34.0,30.6972,Closed
2025-10-23 07:10:00,2025-10-23 10:00:00,4130.200195,4130.200195,18.79980599999908,15.49188588279908,Closed
2025-10-23 10:05:00,2025-10-23 13:10:00,4137.700195,4137.700195,21.79980599999908,18.48528588279908,Closed
2025-10-23 14:35:00,2025-11-12 15:20:00,4161.200195,4161.200195,24.79980599999908,21.46588588279908,Closed
2025-11-12 16:35:00,2025-11-12 18:25:00,4200.899902,4200.899902,19.79980599999908,16.43512611719908,Closed
2025-11-12 18:30:00,2025-11-13 04:10:00,4212.899902,4212.899902,18.400391999999556,15.026391999999555,Closed
2025-11-13 05:05:00,2025-11-13 05:15:00,4213.200195,4213.200195,15.79980599999908,12.426085882799079,Closed
2025-11-13 05:45:00,2025-11-13 08:05:00,4218.700195,4218.700195,21.199219999998604,17.820019999998603,Closed
2025-11-13 09:55:00,2025-11-13 12:55:00,4237.799805,4237.799805,13.0,9.607160155999999,Closed
2025-11-13 14:00:00,2025-12-01 00:45:00,4236.899902,4236.899902,62.0,58.5980800784,Closed
2025-12-01 01:20:00,2025-12-01 02:00:00,4262.600098,4262.600098,56.20019400000092,52.77887388280092,Closed
2025-12-01 03:10:00,2025-12-01 10:05:00,4274.600098,4274.600098,39.0,35.5725199216,Closed
2025-12-01 10:15:00,2025-12-11 17:10:00,4293.899902,4293.899902,34.400391999999556,30.958391999999556,Closed
2025-12-11 17:25:00,2025-12-12 06:50:00,4307.899902,4307.899902,10.200195999999778,6.751836039199778,Closed
2025-12-12 06:55:00,2025-12-12 07:10:00,4312.899902,4312.899902,10.400391999999556,6.947991999999556,Closed
2025-12-12 07:15:00,2025-12-12 08:15:00,4316.899902,4316.899902,14.600586000000476,11.144145961200476,Closed
2025-12-12 08:20:00,2025-12-12 08:40:00,4322.0,4322.0,16.200195999999778,12.739355960799777,Closed
2025-12-12 09:30:00,2025-12-12 10:15:00,4344.799805,4344.799805,16.0,12.520960156000001,Closed
2025-12-12 10:20:00,2025-12-12 10:50:00,4352.399902,4352.399902,29.79980599999908,26.31192611719908,Closed
2025-12-12 10:55:00,2025-12-12 21:25:00,4365.899902,4365.899902,-64.39941399999952,-67.87925403879953,Closed
